"1-1";"2-1";"3-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"6-4";"1-5";"2-5";"3-5";"4-5";"5-5";"6-5";"1-6";"2-6";"3-6";"4-6";"5-6";"6-6";"7-7";"8-7";"9-7";"7-8";"8-8";"9-8";"7-9";"8-9";"9-9";"10-10";"11-10";"10-11";"11-11"
"248";1.1;0.9;1.1;1.1;0.9;0.9;1.1;1;1.1;0.9;1;1.1;1;1.1;1;1.1;1.1;0.9;0.9;1;0.9;1;1;1;1;1;0.9;1;0.9;1;0.9;1.1;0.9;1.1;1;1;1;1;0.9;1.1;1;1.1;0.9;1.1;0.9;1.1;1.1;0.9;0.9
"249";0.9;1;1.1;1.1;1.1;1;1.1;1;0.9;1;1;0.9;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1.1;0.9;0.9;1;1;1.1;1.1;0.9;1;0.9;0.9;1.1;1.1;1;0.9;1;0.9;1.1;0.9;1;1.1;1;1;1;1;1.1;1.1;0.9;0.9
"250";1.1;1.1;1.1;1;0.9;1.1;0.9;1;1;0.9;1.1;1.1;1;1.1;1.1;0.9;0.9;1.1;0.9;1;1.1;0.9;1.1;1;0.9;0.9;0.9;1;0.9;1.1;1;1;0.9;1.1;1;1;1.1;0.9;1.1;1;0.9;0.9;1;1.1;1;0.9;1;1;1
"251";1;1.1;1;1;1;1.1;0.9;1;1.1;0.9;1;1.1;1.1;0.9;1;1;1.1;1.1;0.9;0.9;1.1;0.9;1;1.1;0.9;0.9;0.9;0.9;1;1.1;1;0.9;1.1;1;1;1.1;1;0.9;1;0.9;1;1.1;1.1;0.9;0.9;1;0.9;1.1;1.1
"252";1.1;1.1;0.9;0.9;1;1.1;0.9;0.9;1;0.9;1.1;1;1;1;0.9;1;0.9;1;0.9;0.9;1.1;1;1.1;1;0.9;1.1;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1;1;1;1;1;1.1;1.1;0.9;1.1;1.1;0.9;1;1
"253";0.9;1;0.9;1;0.9;1;0.9;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1.1;NA;1;1;1;1;0.9;0.9;0.9;1;1;0.9;1.1;1.1;1.1;1;0.9;1;1;1.1;1.1;1;1.1;1;1.1;1;1;0.9;0.9;1.1;1.1;1.1;1.1;0.9
"254";1;0.9;1.1;0.9;1.1;1;1;0.9;1;1.1;1.1;1;0.9;1.1;0.9;0.9;0.9;1.1;1;1.1;1.1;1.1;1;1.1;0.9;1;1.1;1.1;1.1;1;1;1;0.9;0.9;1;1.1;1.1;0.9;1;0.9;0.9;1;1.1;0.9;0.9;1;0.9;1;1
"255";1;0.9;1.1;1;1;1;1;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;0.9;NA;1;1;0.9;1.1;1;0.9;1.1;1;0.9;1.1;1;0.9;0.9;1.1;0.9;1;1.1;1;1;1.1;1.1;1;0.9;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1;1.1
"256";1;1;1.1;1.1;0.9;1;1.1;1;1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;0.9;1.1;1;1;1;1;1.1;0.9;1;0.9;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;1.1;1;1.1;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1.1;1;1.1
"257";1.1;0.9;0.9;1.1;1;0.9;0.9;1;1.1;0.9;0.9;1.1;0.9;1;1;1;0.9;1;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;1.1;1.1;1;1.1;1.1;1;1;1;1.1;1;1.1;1;1.1;0.9;1.1;0.9;0.9;0.9;1;1;1;0.9;1
"258";1;1.1;1;1.1;0.9;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;0.9;0.9;1;1.1;1;1;1;1;1.1;1;1;1;1;0.9;0.9;1;1;1.1;0.9;1;0.9
"259";1;0.9;1;1;1.1;1.1;1;0.9;1.1;1.1;1;1;0.9;1;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;0.9;1.1;1;0.9;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1;0.9;1;1.1;0.9;0.9;1;0.9;1;1.1;0.9;0.9
"260";0.9;1;1;0.9;0.9;1;0.9;1.1;1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;NA;1;1.1;0.9;1;1;1.1;1.1;1;0.9;1.1;1.1;0.9;0.9;1;1;1.1;1.1;0.9;1;1;1;1;1.1;1.1;0.9;1;1.1;1.1;0.9;1.1;0.9;1
"261";0.9;0.9;0.9;1;1.1;1.1;0.9;1;0.9;1;1.1;1;1.1;1.1;1;1.1;1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;1.1;1.1;1.1;1;1;0.9;1;1;0.9;0.9;1;0.9;1;1;0.9;1.1;1;1.1;1;1;0.9;1;1.1;0.9;0.9
"262";0.9;1.1;0.9;1;1;1.1;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1.1;1;NA;0.9;1.1;1;1;1;1;1;1.1;1.1;0.9;1;0.9;1.1;0.9;1;0.9;1;0.9;1.1;0.9;1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1.1;1;0.9;1
"263";1.1;0.9;0.9;1.1;0.9;1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1;1;0.9;0.9;1.1;0.9;0.9;1.1;1;1;1;1.1;0.9;1.1;1;1;0.9;0.9;1;1.1;1;1.1;1.1;1;1;1;1.1;1;0.9;1.1;1.1;1;1;1.1;1;0.9
"264";0.9;1.1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;0.9;1;1.1;1.1;0.9;1;1.1;NA;0.9;0.9;1.1;0.9;1;1;1.1;1;1;0.9;1.1;1;1;1.1;0.9;1;0.9;1;1.1;1;1;1;1;1.1;1.1;0.9;1.1;0.9;1.1;1;1;1.1
"265";1.1;0.9;0.9;1;0.9;1;1.1;0.9;0.9;1;1;1;1.1;1;1.1;0.9;1.1;1;1;1.1;1;1.1;1.1;1;1.1;0.9;1;0.9;0.9;1;0.9;0.9;0.9;1.1;1.1;1.1;1;0.9;1;1;1.1;1;1;0.9;1.1;0.9;0.9;1.1;1.1
"266";1.1;1.1;0.9;1.1;1;0.9;1;1;1.1;1.1;0.9;0.9;1.1;1;1;0.9;NA;1;1.1;1.1;0.9;1;1;1.1;0.9;0.9;1;1.1;1.1;0.9;1;1.1;0.9;0.9;0.9;0.9;1;1.1;1.1;0.9;1;1.1;1;1;1;0.9;1.1;0.9;1
"267";0.9;1.1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1;0.9;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1;1;0.9;1;1;1.1;0.9;1;1;1.1;0.9;1;1;1;1;1;1;1.1;0.9;1;1;0.9;1.1;1
"268";1.1;0.9;0.9;0.9;0.9;1;1;1;1;1.1;1;0.9;0.9;1.1;1;0.9;NA;1.1;1;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;1;1.1;1;1;1
"269";0.9;1;0.9;1;1.1;1;1.1;1.1;0.9;1;1.1;1.1;0.9;1;1.1;1;0.9;0.9;0.9;1.1;0.9;1.1;0.9;1;1.1;1.1;1;1;0.9;1.1;1;1;1.1;1.1;1;1;1.1;0.9;1.1;0.9;1;0.9;1.1;0.9;0.9;1;0.9;1;1
"270";0.9;1.1;1;1.1;1.1;1.1;1;1.1;0.9;1;0.9;1;1.1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1;0.9;1;1;1;1.1;0.9;1;1.1;1;1;0.9;0.9;0.9;1.1;0.9;1;1;1;1;1;1.1;1;0.9;0.9;0.9;1.1;1.1
"271";1;0.9;1.1;1;1.1;0.9;1;0.9;0.9;0.9;1.1;0.9;0.9;1.1;1.1;1;0.9;1;1;1;0.9;0.9;1;0.9;1.1;1.1;1;1;1;1.1;1.1;0.9;0.9;1.1;1;1;1.1;1;0.9;0.9;0.9;1.1;1.1;1;1.1;1;1.1;1.1;1
"272";0.9;1.1;1;1.1;1.1;0.9;1;1.1;1.1;0.9;1;1;1;0.9;1;1;1.1;1;1;0.9;0.9;0.9;1;0.9;1;0.9;1.1;1;0.9;0.9;1.1;0.9;0.9;1;1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1;1.1;1.1;1;1;0.9;1.1
"273";1.1;1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;1;1.1;1.1;1;0.9;1.1;NA;0.9;1.1;1.1;0.9;0.9;1;1.1;1.1;1.1;1;0.9;1.1;1.1;1;1;0.9;1;0.9;0.9;1;1;1;1;1.1;0.9;0.9;0.9;1;1;0.9;0.9;0.9
"274";1;0.9;1;1;1.1;1;1;1.1;0.9;0.9;1.1;1;1;1;1;1.1;1.1;0.9;0.9;1.1;0.9;1;1.1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;1.1;1.1;0.9;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1.1;0.9;1;1;1
"275";0.9;1.1;0.9;0.9;1;1;1.1;1;1;0.9;1.1;1.1;0.9;1;1.1;1;0.9;1;0.9;0.9;0.9;1;1;1;1.1;0.9;0.9;1.1;0.9;1.1;1;0.9;1.1;1;0.9;1.1;0.9;1.1;0.9;1.1;1;1.1;1;1;1.1;1.1;1;1;1.1
"276";1.1;1;1;1;1.1;0.9;0.9;1;1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1;1.1;0.9;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1;0.9;1.1;0.9;1;0.9;1;1.1;1;0.9;1;1;1.1;1;1;1.1;0.9;1.1;1
"277";0.9;1.1;0.9;1.1;0.9;0.9;1.1;1;1.1;0.9;1;0.9;1;1;1;1;1.1;0.9;1;1.1;1.1;1.1;0.9;1;1;0.9;1;1.1;0.9;1.1;0.9;1;0.9;1;1.1;1;0.9;1.1;1.1;0.9;1;0.9;1.1;1.1;0.9;1;1;1;1.1
"278";1;1.1;1;0.9;0.9;1.1;1;0.9;1.1;1;0.9;1;1;1;1;1.1;0.9;1.1;1;1;1.1;0.9;0.9;1;1.1;1;0.9;1.1;1;1.1;1.1;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;1;0.9;0.9;1.1;1.1;1;1.1;1.1;0.9;1
"279";0.9;1;0.9;1.1;1.1;1;1.1;0.9;0.9;1;1;0.9;1;0.9;1.1;0.9;NA;1.1;1.1;1;1.1;1.1;0.9;1.1;0.9;1;1;1;1.1;1;1;1;0.9;1;0.9;1;1;1;1.1;0.9;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1.1;0.9
"280";0.9;1;1.1;1.1;0.9;1.1;1.1;1;0.9;1.1;0.9;1;0.9;1.1;1;1.1;1.1;1;1;0.9;1.1;1.1;0.9;0.9;0.9;1;0.9;1;1.1;0.9;1;1;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1.1;1;0.9;1;1.1;1;1;1.1;1
"281";1;0.9;0.9;0.9;1;1.1;1;0.9;1.1;1;1.1;1;1;0.9;1.1;1;0.9;0.9;0.9;1.1;0.9;1;1;1.1;0.9;1;1;1;1;1.1;1.1;1.1;1.1;1;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1.1
"282";0.9;1.1;1;1.1;0.9;0.9;1;0.9;0.9;0.9;1;1;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;1;1.1;0.9;1;1;1.1;0.9;1;1;0.9;1.1;1;1.1;0.9;1;1.1;1;1;1;0.9;1;1.1;1;1.1;0.9
"283";1;1;0.9;1;1.1;1;0.9;1;1.1;0.9;1;0.9;1.1;0.9;0.9;0.9;1.1;1;1.1;1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1;0.9;1.1;1;1;1;0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;1.1;1.1;1;1
"284";0.9;1;1.1;0.9;1;0.9;0.9;0.9;1.1;1.1;0.9;0.9;1;1.1;1.1;0.9;NA;1;1;1;1;1.1;1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;1;1.1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;1.1;0.9;0.9;1;1;0.9
"285";0.9;0.9;1;1;0.9;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1;NA;0.9;1;1.1;0.9;1;0.9;1;0.9;0.9;1;0.9;1.1;1;1.1;1.1;1;1;1;0.9;1.1;1;1.1;0.9;1.1;1;0.9;1.1;1.1;1.1;1;1;1
"286";1.1;1.1;1;0.9;1;1;1.1;0.9;1;1;1;1.1;0.9;0.9;0.9;0.9;1.1;1;1;0.9;1;1;1;1.1;1;1.1;1.1;1;1;0.9;1.1;1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1;1.1;0.9;1.1
"287";1;0.9;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;1.1;1;1;0.9;1.1;1;0.9;1;1.1;1;1;1.1;1.1;1;1;1;0.9;1;1.1;1;1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1;1;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;1.1
"288";1;1.1;1.1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;0.9;1;0.9;1;0.9;0.9;0.9;1.1;1;0.9;0.9;1;1;1;0.9;1.1;1;1.1;1.1;0.9;1.1;1.1;1;1;1.1;1;1.1;0.9;0.9;1;1;1.1;1;1;1.1;0.9;0.9;0.9
"289";1.1;1;1.1;1.1;1.1;1;1.1;1;1;0.9;0.9;1;0.9;0.9;0.9;0.9;1.1;1.1;1;1.1;1;1;0.9;1;1;1.1;0.9;0.9;0.9;1;1;1.1;0.9;1;1;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;1;0.9;0.9;1.1
"290";1.1;1;0.9;1;0.9;1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;1.1;0.9;1;1.1;1.1;1;1;1;1;1;0.9;1;1;0.9;0.9;0.9;1.1;0.9;0.9;1;1;1.1;1.1;1.1;1.1;1;0.9;1.1;0.9;1;1.1;1.1;1.1;1
"291";0.9;1;1;1.1;1;0.9;1.1;0.9;0.9;1;1.1;1;1;1;1.1;1.1;0.9;1.1;1.1;1;0.9;1.1;1;1;1;1.1;1;0.9;1.1;0.9;1;1.1;0.9;1;0.9;1;0.9;0.9;1.1;1.1;1;1.1;1.1;1.1;0.9;0.9;1;0.9;0.9
"292";1;0.9;1;1.1;1;1.1;0.9;0.9;1;1.1;1.1;0.9;0.9;1;1.1;1;NA;1.1;1;0.9;0.9;1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;1;0.9;1;1;1.1;1.1;0.9;0.9;1.1;0.9;1;1;1;1;1.1;0.9;0.9;0.9;1;1.1
"293";1;1.1;0.9;1;1;1.1;0.9;1;1.1;1.1;1.1;0.9;1;1;1;1.1;0.9;1;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;0.9;1;0.9;0.9;1.1;1.1;1;1;1;1.1;0.9;1;1;0.9;1;1.1;1
"294";0.9;1;1;1;0.9;1.1;0.9;0.9;1;1;1;1.1;1;1.1;1.1;0.9;0.9;1;1.1;0.9;1;1.1;0.9;1;0.9;1;1;0.9;1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;1.1;1.1;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1
"295";0.9;0.9;0.9;0.9;0.9;1;1.1;1.1;0.9;1;1;1;1;0.9;1;0.9;0.9;1.1;0.9;1;1;1.1;1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1.1;1.1;1.1;0.9;1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;1;1;0.9;1;0.9
"296";1;1.1;1;0.9;0.9;1;1.1;1.1;1;1.1;1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1;1.1;0.9;1;0.9;1;1;1.1;1;1;1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1;1.1;1;0.9;1;1;0.9;0.9;0.9;1.1;0.9;1.1;1
"297";1.1;1;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1;1.1;0.9;0.9;1;1.1;0.9;1.1;1;0.9;0.9;1;1;1.1;1;1;1.1;1;1.1;0.9;1;1;0.9;1.1;0.9;1.1;1;1.1;1;0.9;1.1;0.9;1;0.9;1;1
"298";0.9;1;1;1;1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1;1;0.9;1.1;1.1;0.9;0.9;1.1;0.9;1.1;1;1;0.9;1;1.1;1;1.1;0.9;1;1.1;1;1;0.9;1;1
"299";1.1;1.1;0.9;1.1;1;1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1.1;0.9;1;0.9;1;1;1.1;1;1.1;1.1;1;0.9;0.9;1;1;1.1;0.9;1.1;1.1;1.1;1;0.9;0.9;0.9;1.1;0.9;1;1;1.1;0.9;1;1;1;1
"300";1;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;0.9;1;0.9;1.1;1;1;1.1;0.9;1;1.1;1;1.1;1;1.1;1;1.1;1.1;0.9;1;0.9;1.1;0.9;0.9;1.1;1.1;1;0.9;0.9;1;0.9;1;1;1.1;1.1;1;1;0.9;0.9;1;0.9
"301";0.9;1;0.9;0.9;1.1;0.9;1.1;0.9;0.9;1;1;1.1;1.1;0.9;0.9;1.1;NA;1;1.1;0.9;0.9;1.1;1;0.9;1;1.1;1;1.1;1.1;1.1;1.1;1;1;0.9;1;0.9;1;1;1.1;1;1.1;0.9;1;1.1;1.1;1;0.9;0.9;1
"302";0.9;1.1;1.1;0.9;1;0.9;0.9;0.9;1.1;1;1.1;1;0.9;1;0.9;1.1;1.1;0.9;1;0.9;1;1;0.9;1.1;1.1;1;1.1;1.1;1;1;1.1;1;1;0.9;1.1;1;0.9;0.9;1.1;1.1;1;0.9;0.9;1;1;0.9;1.1;1;1.1
"303";1.1;1;1.1;1;0.9;1.1;0.9;1;1.1;0.9;1;1;0.9;1.1;1;1;NA;1;1.1;0.9;1.1;1;1.1;1.1;0.9;0.9;1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;1.1;0.9;1;0.9;1;1.1;0.9;1;1;1;0.9
"304";1.1;0.9;1;0.9;0.9;0.9;0.9;1.1;1;0.9;0.9;1.1;1;1.1;1;0.9;1.1;0.9;1.1;0.9;1;1.1;0.9;1;0.9;0.9;0.9;0.9;1.1;1.1;1;1;1;1.1;1;1;1;1.1;1;1.1;1.1;1;1;0.9;1.1;1;1.1;1.1;1
"305";1;1.1;1.1;1;0.9;0.9;1;1.1;1;1.1;1.1;1.1;0.9;1;0.9;1.1;1.1;1;1;1;1.1;0.9;1;1;0.9;1;1.1;0.9;1;0.9;0.9;1.1;0.9;1;1.1;1.1;0.9;1;1;1;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9
"306";1;1;1.1;1;1;1;1.1;0.9;1.1;1.1;0.9;1;1;1;0.9;1.1;0.9;1;1.1;0.9;0.9;1.1;1;1;0.9;1;0.9;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1.1;0.9;1;0.9;0.9;0.9;1.1;1;1.1;0.9;1;1.1;0.9;1.1
"307";1.1;1.1;0.9;1;1.1;1.1;1.1;1;1;0.9;0.9;0.9;1.1;1;1;0.9;0.9;0.9;0.9;1;1;0.9;1;0.9;1;1;1.1;1;1;1.1;1;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;0.9;1.1;1;1.1;0.9;1;1;1.1;1.1;1.1
"308";1.1;1;0.9;1.1;1.1;0.9;1.1;1;0.9;1;1.1;1;1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1;1;1;1.1;0.9;0.9;0.9;1;0.9;1.1;0.9;0.9;0.9;1;1.1;1;1.1;1;0.9;1;1;1;1.1;1;0.9;1.1;1
"309";0.9;1;0.9;1;1.1;1;0.9;1.1;1.1;1;1;0.9;1.1;0.9;1;0.9;NA;1.1;1.1;0.9;1.1;0.9;0.9;1;1.1;0.9;1;0.9;1.1;1;0.9;0.9;0.9;1;1;1;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;1;1.1;1;1.1;1
"310";0.9;0.9;1.1;1;0.9;0.9;1.1;1.1;1;1.1;0.9;1;1;1.1;1;1.1;0.9;0.9;0.9;1.1;1;1;0.9;0.9;1;1.1;1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9;1.1;1;1;1.1;0.9;1;0.9;1;1;1.1
"311";1;1;1.1;1.1;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1;1;1;1;1.1;0.9;1;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1;1.1;0.9;1;0.9;0.9;1.1;1.1;1;0.9;0.9;1;1;1.1;0.9;1.1;0.9;1;1.1;0.9;0.9;0.9
"312";1;1;1.1;1.1;1.1;1;1.1;0.9;1;1.1;0.9;1;1.1;0.9;1;1;1.1;1.1;0.9;1.1;1.1;1;0.9;0.9;0.9;1;1.1;1;0.9;1;0.9;1.1;0.9;1.1;1;1;0.9;1;1.1;0.9;1;1;0.9;0.9;1;0.9;1.1;0.9;1.1
"313";0.9;1.1;1.1;0.9;1;1;1;1;1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1;1;1;0.9;1;1.1;1;1.1;1.1;0.9;0.9;1;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1;1
"314";1;1.1;0.9;1;1.1;0.9;1;0.9;1;1.1;1;0.9;1.1;1;0.9;1.1;0.9;1.1;0.9;1.1;1.1;1;0.9;1.1;1;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;1;0.9;1;1;0.9;1.1;1.1;1;0.9;1.1;1;1.1;0.9;1;1;1
"315";1.1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;0.9;NA;1.1;1;1;1;0.9;1;1.1;1;1.1;0.9;1;0.9;1;1;1.1;0.9;0.9;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;1;1;1.1;0.9;1;0.9;0.9
"316";1;1;1;1.1;1.1;1.1;1.1;0.9;1;0.9;0.9;0.9;0.9;0.9;1;1;1.1;1.1;1;1;1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;1;1.1;0.9;1;1.1;0.9;1;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;1;1;0.9
"317";1;1.1;1.1;1.1;1;0.9;0.9;1.1;0.9;1;0.9;1;1.1;1.1;1;0.9;0.9;0.9;1;0.9;0.9;1;1;0.9;1.1;1;0.9;0.9;0.9;1;1;1.1;1.1;1;1.1;1.1;1;1;0.9;0.9;1.1;1.1;1;1.1;1.1;1;1.1;1;0.9
"318";0.9;1;0.9;1;1;0.9;1;1.1;1.1;1;1;1.1;1;1.1;1.1;0.9;0.9;0.9;0.9;1;1.1;1;1.1;1.1;0.9;1;1;1.1;1.1;1;1.1;0.9;0.9;1;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1;0.9;0.9;1.1;1;0.9;1.1
"319";1;0.9;1;1;1.1;1;1;0.9;0.9;0.9;1;1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1.1;1;1.1;1.1;1;1;1.1;1;1;1;1;0.9;1;1.1;0.9;0.9;1.1;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1
"320";0.9;1.1;1;0.9;1;0.9;0.9;0.9;1;1.1;1.1;1;1;1.1;0.9;1;0.9;0.9;1.1;0.9;0.9;1;1;1.1;1.1;0.9;1;1.1;1.1;1;1;0.9;0.9;1;1.1;1;1;1.1;1;1.1;0.9;1.1;1.1;0.9;1;1;1.1;1.1;0.9
"321";1;1;1.1;1;1;1;1.1;1;0.9;1;0.9;1;1.1;1.1;0.9;1;0.9;1.1;1;1;0.9;1;1.1;1;1.1;0.9;0.9;0.9;0.9;1;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1.1;1.1;1.1;0.9;1
"322";1.1;1.1;0.9;1;0.9;1.1;1;1.1;1.1;1;1.1;1;0.9;1.1;1.1;1;NA;0.9;1.1;0.9;0.9;1;1.1;1;1;1;0.9;1;1.1;1.1;1.1;1;1;1.1;1;0.9;0.9;0.9;0.9;1.1;1;0.9;0.9;0.9;0.9;0.9;1;1;1.1
"323";1.1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;NA;1;1;0.9;1;1;1.1;1.1;1;1;0.9;1.1;0.9;1.1;0.9;1.1;1;1;0.9;1;1.1;1;0.9;0.9;1;1;1;1;1.1;0.9;1;1.1;1.1
"324";0.9;0.9;1;1;1.1;1;1.1;1.1;1;1.1;1.1;1;0.9;1.1;1.1;1;NA;1;0.9;1;1;1;1;1;1.1;1;0.9;1.1;1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1;1;0.9;0.9;1.1;0.9;1.1;1.1
"325";0.9;1.1;1.1;1.1;1.1;1;1;1;0.9;0.9;1.1;1.1;0.9;1.1;1;0.9;0.9;1;0.9;1.1;1;0.9;1;1.1;1;1;1.1;1.1;0.9;1;0.9;1;0.9;1.1;1;1.1;0.9;1;0.9;1;1;1.1;0.9;0.9;1;1;0.9;1.1;1.1
"326";1;1;1;1;1;1;1.1;0.9;1;0.9;1.1;0.9;1.1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1.1;0.9;1.1;1.1;0.9;0.9;1;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;0.9;1;0.9;1.1;1.1;1;1;1;1;1;1.1;1.1
"327";1.1;1;1;1.1;1;0.9;1.1;1;1.1;0.9;1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;1;0.9;1.1;1;0.9;1;1.1;1;0.9;0.9;1.1;1.1;0.9;1;0.9;1;1;1.1;1;0.9;1.1;1;0.9;1.1;0.9;1.1;0.9;1;1.1;1
"328";0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;0.9;1;1.1;0.9;1;1.1;1;1.1;1;0.9;0.9;0.9;1;0.9;1.1;1;0.9;1;1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;1;1;1.1;1;1;1;1;1;1.1;0.9;0.9;1.1;1;1.1
"329";1.1;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1;0.9;0.9;1;1.1;1;0.9;1.1;0.9;0.9;1;0.9;1;1.1;1;1;1;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1;1;1;1;0.9;0.9;1.1;0.9;1;1.1;1.1;1;1.1;1;0.9;0.9
"330";1;1.1;1;1;1;1.1;0.9;0.9;1;1.1;0.9;1;0.9;1.1;1;0.9;0.9;1.1;1;0.9;0.9;1.1;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1;1.1;1.1;1;1;1.1;1.1;0.9;0.9;0.9;0.9;1.1;1;0.9;1.1;0.9;1;1;1
