"1-1";"2-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"4-5";"5-5";"1-6";"2-6";"4-6";"5-6";"6-6";"7-7";"9-7";"7-8";"8-8";"9-8";"7-9";"9-9";"10-10";"10-11";"11-11"
"309";0.9;0.9;0.9;0.9;1;1;1;1;1.1;1.1;0.9;0.9;NA;1;0.9;1.1;1.1;1;0.9;0.9;1.1;1.1;1.1;1;1.1;1;1.1;1.1;0.9;1;0.9;1;1.1;1;1.1;1.1;1;0.9;0.9
"310";1;1;0.9;0.9;1;1;1.1;1.1;0.9;1;1;0.9;NA;1.1;0.9;1.1;0.9;1.1;1.1;0.9;1.1;1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;0.9;1;0.9;0.9;1.1;1;1.1
"311";1.1;0.9;1;1.1;0.9;1;1;1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;0.9;0.9;1;1.1;1;1.1;1;0.9;0.9;0.9;0.9;1.1;1;1;1.1;1;0.9;1.1;1.1;1
"312";1;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;0.9;0.9;1;1;1.1;1.1;0.9;1;1.1;0.9;1.1;1.1;1;1;1;1.1;1.1;0.9;1;0.9;1;0.9;1.1;1;1.1;1;0.9;1
"313";1;1.1;1;1.1;0.9;0.9;1;1.1;1.1;1.1;1;1;0.9;0.9;0.9;0.9;1;1;0.9;1.1;0.9;0.9;1;1.1;1.1;1;1;1.1;0.9;1.1;1;1.1;1;0.9;1.1;1;1.1;0.9;0.9
"314";1.1;1.1;0.9;1.1;1;1;1.1;1;1;1;0.9;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1;1;0.9;1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1;0.9;0.9;0.9;0.9;1;1.1;1.1;1
"315";1.1;1;1;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1;0.9;1;0.9;0.9;0.9;1;1.1;0.9;1;1;1.1;1;1.1;1;1;0.9;1.1;1;1;1.1
"316";1.1;1.1;1.1;1.1;1;1;1.1;1.1;1;0.9;1;0.9;NA;0.9;1;1.1;1;0.9;1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;1;0.9;1.1;1.1;0.9;1;0.9;0.9;1.1;0.9;1;1
"317";1.1;1;1;0.9;0.9;0.9;1;1.1;1;0.9;1;1.1;0.9;0.9;1.1;1.1;0.9;1;0.9;1;1.1;1.1;0.9;1;0.9;1.1;1;1;1;1.1;0.9;1.1;1;0.9;1;1.1;1.1;1.1;0.9
"318";1;1;1;1;1.1;1;0.9;1;0.9;1.1;1.1;0.9;1.1;0.9;1;1;0.9;1.1;1;0.9;0.9;1;1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;1
"319";1.1;1.1;1;0.9;0.9;1.1;1.1;1.1;1;1.1;1;0.9;NA;0.9;1.1;1;1.1;1;0.9;1;1;1.1;1;0.9;1.1;1;0.9;0.9;0.9;1;0.9;0.9;1;1;1.1;1.1;0.9;0.9;1.1
"320";1.1;1.1;0.9;1.1;0.9;1;0.9;1.1;0.9;1.1;1.1;1;NA;1;1.1;1;0.9;1;0.9;1;1.1;1.1;0.9;1.1;0.9;1;1;0.9;1;1;0.9;1;1.1;0.9;0.9;1.1;0.9;1;1.1
"321";1.1;0.9;0.9;1;0.9;1;0.9;0.9;1;1.1;1;1;NA;1;1.1;1.1;0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;1.1;1;1;1;1;0.9;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1;1.1
"322";0.9;0.9;0.9;1;1;0.9;1.1;1.1;0.9;1.1;1.1;1;1.1;1;1;1.1;1.1;1.1;0.9;1;1.1;1;0.9;1;1.1;1;0.9;1;1.1;1;0.9;0.9;0.9;1;0.9;0.9;1;1.1;1.1
"323";0.9;1.1;1.1;1.1;1;1;0.9;0.9;1.1;1.1;1;1;1.1;0.9;1;0.9;1.1;0.9;1;1.1;1;1.1;1;1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;1;1;1.1;1;1;0.9;0.9;1.1
"324";1;1;1;1;1;0.9;1.1;0.9;1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;1;1;1.1;1;1;1;1.1;0.9;1;1.1;1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;0.9;0.9
"325";1;1;1;0.9;1;1;0.9;1.1;1;1.1;0.9;1;1.1;1.1;0.9;1.1;1.1;1;0.9;1;1.1;1.1;1.1;0.9;1;1.1;0.9;1.1;0.9;0.9;1;1;0.9;0.9;1.1;1;0.9;1.1;0.9
"326";1.1;0.9;1.1;1.1;0.9;1;1.1;0.9;1;0.9;1;1.1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;0.9;1.1;1;0.9;1;1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1;1;1;0.9;1.1
"327";0.9;0.9;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1;1;1;NA;1;1.1;1.1;1.1;1.1;0.9;0.9;1;1.1;1.1;1.1;1;1;1.1;1;1.1;0.9;0.9;1;1.1;1;0.9;0.9;1;0.9;1
"328";1.1;0.9;1.1;1;1.1;1;1;0.9;1;0.9;0.9;1.1;NA;0.9;1.1;0.9;0.9;1.1;0.9;1;1;1;1.1;0.9;0.9;1.1;1.1;1.1;1.1;1;1;1.1;1;1;0.9;0.9;0.9;1;1.1
"329";1;1;1;1.1;0.9;0.9;1;1;0.9;1.1;0.9;0.9;0.9;1;1;0.9;1.1;1;0.9;0.9;1.1;1;1.1;1.1;1.1;1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;0.9;1.1;1;1
"330";0.9;1.1;0.9;1;1.1;1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;1;1;0.9;1.1;1;1;0.9;1;0.9;0.9;1;1;1;1;1;1.1;0.9;1;0.9;1.1;0.9;0.9;0.9;0.9
"331";0.9;1.1;1;1;1;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1.1;0.9;0.9;1.1;0.9;1;0.9;1.1;0.9;1.1;1;0.9;1.1;1;0.9;1;1;1;1.1;1;0.9;1;1.1;1.1;0.9;1.1
"332";0.9;0.9;1.1;1;1.1;1.1;1;0.9;1.1;1;1.1;1;0.9;1.1;1;1;1;0.9;1.1;1;1;0.9;0.9;1;0.9;1.1;1.1;0.9;0.9;1.1;0.9;1.1;1;1.1;1;1.1;1;0.9;0.9
"333";1.1;1;1.1;1;0.9;1.1;0.9;0.9;1;1.1;1;1;NA;0.9;1.1;1;0.9;1.1;1;1.1;0.9;1;1;1.1;1.1;1.1;1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;0.9
"334";1;1;0.9;1.1;1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;NA;1.1;1;0.9;0.9;0.9;0.9;1.1;1;0.9;1;0.9;1.1;1.1;1;1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;1;1;1;1
"335";1;1;1;0.9;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1.1;1.1;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1;1;1;1.1;1.1;0.9;1;1
"336";1.1;0.9;1;1;0.9;0.9;1.1;0.9;0.9;1;1;1.1;0.9;1.1;0.9;1.1;0.9;1;1.1;0.9;1;1;1;1;1.1;0.9;0.9;0.9;1;1;0.9;1.1;1.1;1.1;1;1.1;1;1.1;1.1
"337";1;1;1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;1;0.9;0.9;1;1.1;0.9;1.1;0.9;1;1;0.9;0.9;1;1.1;1.1;1;1;1;1.1
"338";0.9;1.1;1;1;1.1;1;1;1;1;0.9;0.9;0.9;1.1;0.9;0.9;1.1;1;1;1.1;1.1;0.9;1.1;1;1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1.1;1;0.9;1.1;1;0.9;1
"339";1.1;1;0.9;1;0.9;0.9;0.9;0.9;1.1;1;1;1.1;NA;1.1;1.1;1;1.1;1.1;1;0.9;1;1;0.9;1.1;1.1;1.1;1;1;1.1;0.9;0.9;0.9;1;0.9;0.9;1;0.9;1.1;1.1
"340";1;1.1;1;1;1;0.9;1.1;1;0.9;1.1;1.1;1;NA;1.1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;1;0.9;1.1;0.9;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1
"341";1.1;0.9;1.1;1.1;1.1;1;0.9;1.1;1.1;1;1.1;1.1;0.9;1;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1;1;0.9;1.1;1;1;1;1;0.9;1;1;1
"342";1;1.1;1.1;1;1;1.1;0.9;0.9;1;1.1;1;1;NA;1;0.9;1;1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;0.9;1;1.1;1.1;1;0.9;1.1;1;1.1;1.1;0.9
"343";1.1;1.1;1.1;0.9;1;1;0.9;1.1;0.9;1.1;0.9;1.1;NA;0.9;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1;1;1.1;0.9;0.9;1;1.1;1.1;1;1;0.9;1;1;1;1
"344";1.1;1;0.9;1.1;1;1;1;0.9;0.9;1;0.9;1;NA;0.9;1;1;1.1;1.1;1;1;0.9;1;0.9;1.1;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1.1;0.9
"345";1;1.1;1.1;1.1;1.1;1;1;0.9;1.1;0.9;1;1;NA;1.1;0.9;0.9;0.9;1;0.9;1.1;1.1;1.1;0.9;1;1;0.9;0.9;0.9;1;1.1;0.9;1;0.9;1;1;0.9;1.1;1.1;1.1
"346";0.9;1.1;1;1;1;0.9;0.9;1.1;1.1;0.9;1;1.1;1.1;1;0.9;0.9;1;0.9;1;0.9;0.9;1.1;1;1;1.1;1.1;1.1;1;0.9;1.1;1;0.9;1.1;1;1.1;1;1.1;0.9;0.9
"347";1.1;1;1;0.9;1.1;0.9;1;1;1;1;0.9;0.9;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;1;0.9;0.9;1;1.1;1.1;1.1;1;1.1;1;1;1.1;0.9;1.1;1.1;0.9;0.9;1
"348";1.1;1;1;1;1;0.9;1;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;1;1;1;0.9;0.9;1.1;0.9;0.9;1;0.9;1.1;1.1;0.9;1.1;1;1;1.1;1.1;1.1;1;1.1;0.9;1.1;1.1
"349";1.1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1.1;1;1;0.9;NA;0.9;1;1;0.9;0.9;1.1;0.9;0.9;1;1;1.1;1.1;1;1;0.9;1.1;0.9;1;0.9;1;1;1.1;1.1;0.9;1;0.9
"350";1;1;0.9;0.9;0.9;1.1;1.1;1;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1;0.9;0.9;1.1;1.1;1;1;0.9;1;1;1;1.1;1.1;0.9;1.1;1.1;1;1;0.9;1.1;1
"351";1.1;1;0.9;1;0.9;1.1;1.1;0.9;1;1.1;1.1;1;1.1;0.9;0.9;1;1;1.1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;1.1;1;1.1;1.1;1;1;1;1
"352";0.9;1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1;1;1;NA;0.9;1.1;1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1;1;1.1;1;1.1;0.9;1;0.9;1;0.9;1.1;0.9;1;1.1;0.9;1
"353";1;1;1.1;0.9;1.1;1;1;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;1;1;1.1;0.9;1.1;1;1;1.1;1.1;0.9;1.1;1;0.9;1;1.1;1;0.9;0.9;1;1.1;0.9
"354";1;1;1;0.9;0.9;0.9;1.1;0.9;1;1.1;0.9;1;NA;1.1;1;1.1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1.1;1;1.1;1.1;1.1;0.9;1;1;1.1;1;0.9;0.9;0.9;0.9;0.9
"355";1.1;1.1;0.9;0.9;1;1;1.1;0.9;1.1;1.1;0.9;1;NA;1;1;1.1;1;1.1;0.9;1;0.9;1.1;0.9;0.9;0.9;0.9;1.1;1;1;1;1.1;0.9;1.1;1;1.1;1;0.9;1.1;0.9
"356";0.9;0.9;1;1.1;1.1;0.9;0.9;1;0.9;1.1;1;0.9;NA;1.1;1.1;1;1;1.1;1;0.9;0.9;0.9;1.1;1;1;1.1;1.1;0.9;1.1;1.1;1;1.1;0.9;1;1.1;1;1;0.9;0.9
"357";1.1;0.9;0.9;1.1;0.9;1;1.1;1.1;1.1;1;1.1;1;NA;0.9;1.1;1.1;0.9;1;0.9;1;1.1;1.1;1;0.9;1.1;1;1;1;0.9;0.9;0.9;1.1;0.9;1;1;0.9;1.1;0.9;1
"358";1;1;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9;1.1;0.9;1;1.1;0.9;0.9;1;1;0.9;1;1;0.9;0.9;1.1;1.1;1.1;1;0.9;1;1;1.1;1.1;1.1;1.1;0.9;1.1;1;1
"359";1.1;1.1;1;0.9;1.1;1;1;1;0.9;1.1;1.1;0.9;1.1;1;1;1;0.9;0.9;1.1;1;1.1;0.9;0.9;0.9;1.1;0.9;1.1;1;1.1;1;0.9;1;1;1.1;1.1;0.9;1;0.9;0.9
"360";1;1.1;1.1;1;0.9;1;0.9;0.9;1;0.9;1;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9;0.9;0.9;1;1;1.1;0.9;1.1;1;1.1;1;1.1;1.1;1;1.1;1;1.1
"361";1;0.9;0.9;1;1.1;0.9;1;1.1;1.1;1;0.9;1.1;NA;1.1;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1;1;1;1.1;1;0.9;1.1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1;1
"362";0.9;1;0.9;1.1;1;1.1;1.1;1;1;1;1.1;1.1;NA;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1;1;1;1.1;1.1;1;1;0.9;1;0.9;1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1.1
"363";1;1;1.1;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;NA;1;1;1.1;0.9;1.1;0.9;1.1;0.9;1;1.1;1;1;1.1;0.9;0.9;0.9;1;0.9;0.9;1;1.1;1.1;0.9;0.9;0.9;1
"364";0.9;0.9;0.9;1.1;1;0.9;1;1.1;0.9;0.9;0.9;1;0.9;1.1;1.1;0.9;0.9;1;0.9;1.1;1;1;1.1;0.9;1;1;0.9;1.1;1.1;1;1.1;1;1.1;1;1.1;1;1.1;1.1;1
"365";0.9;0.9;1;1.1;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1.1;1;1.1;0.9;0.9;1.1;1;0.9;0.9;1;1.1;1.1;1;1;1;1;0.9;1;1.1;1;1.1;0.9;0.9;1;1.1;0.9;0.9
"366";1;1.1;0.9;1.1;1.1;1.1;1.1;0.9;1;1;1;0.9;0.9;1.1;1.1;1;1;1;0.9;1;1;0.9;1;1;1.1;1.1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;0.9;0.9;1
"367";1;0.9;0.9;1.1;1.1;1.1;1.1;1;1;1.1;0.9;1;1.1;1.1;1;0.9;0.9;1;0.9;0.9;0.9;1;1.1;1.1;1.1;1;1.1;0.9;1.1;0.9;1;0.9;0.9;1;1;1;1;1.1;0.9
"368";1;1.1;1;1.1;1;1;0.9;1.1;0.9;1;1.1;1;NA;1.1;1;1;1;1.1;0.9;0.9;1.1;0.9;0.9;0.9;1;0.9;1;1.1;1;1.1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;0.9;0.9
"369";1.1;1;1.1;1;1.1;1;1.1;1.1;1;0.9;1;0.9;1.1;1;0.9;1;1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;1.1;1;1.1;0.9;1;0.9;1.1;0.9;1.1;0.9;0.9;1;1
"370";1.1;0.9;1;0.9;1.1;0.9;1.1;1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1;1.1;0.9;1;1;1.1;1;0.9;0.9;1;1;0.9;1;1.1;1;1;1.1;1.1;1;0.9;1
"371";0.9;1;0.9;0.9;0.9;1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1;1.1;1.1;1;0.9;1.1;0.9;1;1;0.9;1;1.1;1;0.9;1.1;1.1;1.1;1.1;0.9;1;1;1;1;1;1.1;1.1
"372";1;0.9;1.1;0.9;0.9;0.9;1;1.1;1;1;1.1;1;1.1;1.1;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;1;1;1;1;1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1;1;0.9;1.1;0.9
"373";0.9;1;1.1;1.1;0.9;0.9;1.1;1;1.1;0.9;1.1;1;1.1;0.9;1;0.9;0.9;1;1;1.1;1;1;0.9;1.1;1;1.1;1;1;1.1;0.9;1.1;0.9;1;0.9;0.9;1;1.1;1.1;0.9
"374";1;1.1;0.9;1.1;1.1;1;0.9;1.1;0.9;1;1.1;0.9;NA;1;1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1;1;1;0.9;1;1.1;0.9;1.1;1;1.1;1;0.9;1.1;0.9;1;0.9
"375";1;0.9;0.9;1.1;1.1;1.1;1;0.9;1;1.1;1.1;1.1;0.9;0.9;1.1;0.9;0.9;0.9;1;1;1.1;1.1;1;1.1;1;1.1;0.9;1.1;1;0.9;1;0.9;0.9;1;1;1.1;1;1;0.9
"376";1;1;1;0.9;0.9;1.1;1;1.1;1;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1;1;1.1;1;0.9;1;0.9;1;1.1;0.9;0.9;0.9;1;1;1.1;0.9;1.1;0.9
"377";0.9;1;1.1;1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;NA;1;0.9;1;1;0.9;0.9;1;0.9;0.9;1.1;0.9;1.1;1;1.1;0.9;1.1;0.9;1;1;0.9;1;0.9;1.1;1.1;1.1;1.1
"378";1;1.1;0.9;0.9;0.9;0.9;0.9;1;1;1.1;0.9;1;1.1;1;1.1;1;1.1;1.1;1.1;0.9;1.1;0.9;1;1.1;1;0.9;1;1.1;1;1.1;0.9;1;0.9;1.1;1;0.9;0.9;1.1;1
"379";0.9;1.1;1;0.9;1;0.9;0.9;1.1;0.9;1;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1;0.9;1.1;1.1;1;1;1.1;0.9;1.1;1;0.9;1.1;1.1;1;1;1;1
"380";0.9;0.9;0.9;0.9;0.9;1;1;1.1;1.1;0.9;1;1;NA;1;1;1;0.9;1.1;1.1;1.1;1.1;0.9;1.1;1;1;1.1;0.9;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1;0.9;1.1;1.1
"381";1.1;1;1;1.1;1;0.9;1.1;0.9;0.9;0.9;0.9;1;1.1;1;1;1.1;0.9;1.1;1;1.1;1.1;1.1;1;0.9;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1;1;0.9;1.1;1;0.9;0.9
"382";1;0.9;0.9;0.9;1;1;1.1;1;0.9;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1;1;1;1.1;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;1;1
"383";0.9;1;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1;1;1;NA;1.1;1;1.1;1;1;0.9;1.1;0.9;0.9;0.9;1;0.9;1;0.9;1.1;1;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1
"384";0.9;0.9;1;0.9;0.9;1;1;0.9;0.9;1.1;1;0.9;1.1;1;0.9;0.9;1.1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;1;1;0.9;0.9;1.1;1.1;1.1;1;0.9;1.1;1;1.1;1;1
"385";0.9;1.1;0.9;1;1.1;1.1;0.9;1.1;1;1.1;1.1;0.9;0.9;1;0.9;1;1.1;1;1.1;0.9;1.1;1;0.9;1.1;1;1;1;1.1;0.9;0.9;1.1;0.9;1;1;0.9;1.1;1;0.9;1
"386";1;1;1.1;1;1.1;0.9;1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1;1;0.9;1.1;1;1;0.9;1;1;1;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9;1
"387";1.1;1.1;1.1;1;0.9;1;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1;1;1;0.9;1;1;1.1;0.9;1;0.9;0.9;1.1;1.1;1;1;1.1;0.9;1.1;1;1;1.1;0.9;0.9;0.9
"388";1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;1.1;1;1;1;0.9;1;0.9;1;1.1;1;0.9;1;1.1;1;1.1;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9;0.9;1
"389";1.1;1;0.9;0.9;0.9;1.1;1;0.9;1;0.9;1.1;0.9;1.1;1;0.9;1.1;0.9;0.9;1;1;1.1;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1;1;0.9;1;1.1;1;1.1;1.1;1;1.1
"390";0.9;1.1;1;1;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1;1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;1;1.1;1;0.9;0.9;1;0.9;1;1.1;1;0.9;0.9;0.9
"391";0.9;1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;1;1.1;1.1;1.1;1;1;0.9;1;0.9;1;0.9;1;1;0.9;1.1;1.1;1.1;0.9;0.9;1;0.9
"392";1.1;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1.1;1;1.1;1.1;0.9;0.9;1.1;0.9;1;1.1;1.1;1;0.9;1;1;1;1;0.9;0.9;0.9;1.1;1;1.1;1;1;0.9;1.1;0.9;0.9
"393";1;1;1;1.1;0.9;0.9;1.1;1;1;0.9;1;1.1;0.9;0.9;1;0.9;0.9;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;1;0.9;1;0.9;1.1;1;1.1;1;1;1.1;1.1;0.9;0.9;1.1
"394";1;1;1.1;0.9;0.9;0.9;1.1;1;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1;1;1;1;1;0.9;1;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1.1;0.9
"395";0.9;1;1.1;1;1.1;1;1.1;0.9;0.9;1.1;0.9;1;NA;1;1;1;1;1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1.1;1;0.9;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1
"396";1;1.1;1;1.1;0.9;1.1;1;1;1;0.9;1;1;NA;1.1;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1;0.9;1;1.1;1;0.9;1.1;1.1;1.1;1;0.9;0.9
"397";0.9;0.9;1;0.9;1;1;1.1;0.9;1;1;0.9;1.1;NA;1;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1;1;1;0.9;0.9;1.1;0.9;1.1;1
"398";1.1;1;1.1;1.1;1;1;1;1.1;0.9;1.1;0.9;0.9;0.9;1;1;1;1.1;1.1;1;0.9;1.1;0.9;1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1;0.9;1
"399";0.9;1;1.1;0.9;1;0.9;0.9;1;1;0.9;1.1;1.1;NA;0.9;0.9;1.1;1;0.9;1;0.9;0.9;1;1;1.1;1;1;1.1;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1;1.1
"400";0.9;1.1;1;1;1.1;1;1.1;0.9;0.9;1;1.1;0.9;0.9;0.9;1;1;1;1.1;0.9;1;1.1;0.9;1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1;1;0.9;1.1;1.1;1;1.1;1
"401";1;0.9;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1.1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;1;0.9;0.9;1;1.1;1;1;1;1.1;1;1;0.9;0.9;1;1.1;1;1.1;1.1;1;1.1
"402";1;0.9;1.1;0.9;1.1;1;0.9;1;0.9;1;0.9;0.9;NA;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1;1;1.1;1;1;1;1;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;1.1;0.9
"403";1;0.9;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;1;NA;1;0.9;0.9;1.1;0.9;1;1;0.9;1;1.1;1;1;0.9;1.1;1.1;1.1;1.1;0.9;1;1;1.1;0.9;1.1;1.1;0.9;1.1
"404";1;1.1;0.9;0.9;0.9;1.1;1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1;1;1;1;0.9;1;0.9;1;1;1.1;1;0.9;1.1;1;1;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;1.1;1.1
"405";0.9;1;0.9;1;1;1;1.1;1;0.9;1;0.9;1;1.1;1;0.9;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1;1;1;1.1;0.9;1.1
"406";1.1;1;1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;NA;1;0.9;1.1;1.1;0.9;0.9;0.9;1;1;1.1;1;1;1;0.9;0.9;0.9;1.1;1;0.9;1;0.9;0.9;1.1;1;1.1;1.1
"407";1.1;1;0.9;0.9;1.1;1;0.9;1.1;1;1;1;1;1.1;0.9;0.9;1.1;1;1;1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1;1.1;1;1.1;1.1;0.9;1;0.9;1.1;1.1;0.9;1;0.9
"408";0.9;0.9;1;0.9;1.1;1;0.9;1;0.9;0.9;1.1;1;NA;0.9;1;1.1;1;1.1;1;1.1;1.1;1.1;1;0.9;1;1;0.9;0.9;1.1;1.1;1.1;1;1;0.9;1.1;0.9;0.9;1.1;1.1
"409";1;0.9;0.9;1;1.1;1.1;1;1;1;0.9;0.9;0.9;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;1.1;1.1;1;1.1;0.9;1;1.1;0.9;1;1;1.1;0.9;1;0.9;1;1.1;0.9;1.1;1
"410";0.9;0.9;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1;0.9;1;1;0.9;1;0.9;1;1.1;1.1;1.1;1;1.1;1.1;1;1;1;1;1.1;0.9;1.1;1;0.9;1.1
"411";1.1;1;0.9;0.9;1.1;1;1.1;1.1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1;1;1.1;1.1;1;1;1.1;1;1;1.1;1.1;0.9;1;0.9;0.9;0.9;0.9;0.9;1;1
